REAL2;MAIOR;1.495335482104565E-7;MENOR;0.012162422697883812;TEMPO;218;REPETICAO;1
REAL1;MAIOR;1.3146382116246969E-7;MENOR;0.024055426732047636;TEMPO;31;REPETICAO;1
REAL1;MAIOR;2.755882633209694E-9;MENOR;0.003309331111722713;TEMPO;31;REPETICAO;2
REAL2;MAIOR;2.1975495201331796E-7;MENOR;0.00858042953484528;TEMPO;63;REPETICAO;2
REAL1;MAIOR;8.633037396066356E-9;MENOR;0.016881934776733942;TEMPO;16;REPETICAO;3
REAL2;MAIOR;1.0899725566559937E-7;MENOR;0.019058368076116494;TEMPO;47;REPETICAO;3
REAL2;MAIOR;2.177607711928431E-7;MENOR;0.013081596172355603;TEMPO;62;REPETICAO;4
REAL1;MAIOR;1.4517386262014043E-6;MENOR;0.036094613998670866;TEMPO;31;REPETICAO;4
REAL1;MAIOR;1.072291979653528E-7;MENOR;0.003878498603285152;TEMPO;62;REPETICAO;5
REAL2;MAIOR;1.4633769751526415E-9;MENOR;0.00745480060288628;TEMPO;63;REPETICAO;5
REAL2;MAIOR;5.225047061685473E-10;MENOR;0.01421667815895944;TEMPO;47;REPETICAO;6
REAL1;MAIOR;6.126788321125787E-8;MENOR;0.002407311722322447;TEMPO;16;REPETICAO;6
REAL1;MAIOR;1.5473176517843967E-6;MENOR;0.09396234745577203;TEMPO;15;REPETICAO;7
REAL2;MAIOR;5.1159076974727213E-11;MENOR;0.010288463269148451;TEMPO;47;REPETICAO;7
REAL2;MAIOR;1.261571469513001E-8;MENOR;0.02157900833765325;TEMPO;47;REPETICAO;8
REAL1;MAIOR;2.707668841139821E-6;MENOR;0.124794662980662;TEMPO;15;REPETICAO;8
REAL1;MAIOR;1.4654119695478585E-8;MENOR;0.003751720092850519;TEMPO;31;REPETICAO;9
REAL2;MAIOR;4.2572992242639884E-8;MENOR;0.011300672763582043;TEMPO;63;REPETICAO;9
REAL2;MAIOR;5.1736151363002136E-8;MENOR;0.005107240975007699;TEMPO;63;REPETICAO;10
REAL1;MAIOR;2.7012246164304088E-6;MENOR;0.10159677505714626;TEMPO;16;REPETICAO;10
REAL2;MAIOR;8.915870921555324E-7;MENOR;0.0258941411827891;TEMPO;47;REPETICAO;11
REAL1;MAIOR;7.490427833545255E-8;MENOR;0.005644128976541651;TEMPO;15;REPETICAO;11
REAL2;MAIOR;3.4241566027048975E-8;MENOR;0.008305713962613481;TEMPO;47;REPETICAO;12
REAL1;MAIOR;3.38697645929642E-7;MENOR;0.010260583266926915;TEMPO;31;REPETICAO;12
REAL1;MAIOR;2.1502715981114306E-6;MENOR;0.053715889530394634;TEMPO;16;REPETICAO;13
REAL2;MAIOR;1.5504667771892855E-7;MENOR;0.017916125753572487;TEMPO;47;REPETICAO;13
REAL1;MAIOR;2.113654318236513E-7;MENOR;0.00698933583021244;TEMPO;32;REPETICAO;14
REAL2;MAIOR;4.129105946049094E-10;MENOR;0.009059918714910964;TEMPO;46;REPETICAO;14
REAL2;MAIOR;1.3667984148924006E-6;MENOR;0.0333369836843076;TEMPO;47;REPETICAO;15
REAL1;MAIOR;4.6724755975446897E-7;MENOR;0.013345877823894625;TEMPO;32;REPETICAO;15
REAL2;MAIOR;3.311924956506118E-9;MENOR;0.009724974703999578;TEMPO;55;REPETICAO;16
REAL1;MAIOR;3.217591370230366E-6;MENOR;0.050947917508551654;TEMPO;32;REPETICAO;16
REAL1;MAIOR;1.1494489626784343E-7;MENOR;0.014754944551668814;TEMPO;31;REPETICAO;17
REAL2;MAIOR;3.082851662838948E-7;MENOR;0.02318785437216775;TEMPO;47;REPETICAO;17
REAL2;MAIOR;2.7276428227196448E-8;MENOR;0.012382835357243493;TEMPO;47;REPETICAO;18
REAL1;MAIOR;6.832949566160096E-7;MENOR;0.020038306180367726;TEMPO;31;REPETICAO;18
REAL1;MAIOR;8.523102223989554E-10;MENOR;0.06118968931878044;TEMPO;31;REPETICAO;19
REAL2;MAIOR;8.143331342580495E-8;MENOR;0.005094831297242308;TEMPO;62;REPETICAO;19
REAL1;MAIOR;1.9832441466860473E-7;MENOR;0.023420787594318426;TEMPO;32;REPETICAO;20
REAL2;MAIOR;1.0641315384418704E-8;MENOR;0.008360514007108577;TEMPO;62;REPETICAO;20
REAL1;MAIOR;8.251695362559985E-7;MENOR;0.03431227955388749;TEMPO;31;REPETICAO;21
REAL2;MAIOR;7.416940661642002E-8;MENOR;0.010433238036057446;TEMPO;47;REPETICAO;21
REAL1;MAIOR;6.494872195617063E-8;MENOR;0.012046288196756905;TEMPO;31;REPETICAO;22
REAL2;MAIOR;2.2944539068703307E-7;MENOR;0.07247053681760462;TEMPO;47;REPETICAO;22
REAL2;MAIOR;1.9459662325971294E-8;MENOR;0.00672085461530969;TEMPO;31;REPETICAO;23
REAL1;MAIOR;2.1484538592630997E-7;MENOR;0.014573876321833268;TEMPO;15;REPETICAO;23
REAL1;MAIOR;5.266088010102976E-9;MENOR;0.05965351378631567;TEMPO;15;REPETICAO;24
REAL2;MAIOR;1.6439116734545678E-9;MENOR;0.018755953051595498;TEMPO;31;REPETICAO;24
REAL1;MAIOR;1.861972123151645E-7;MENOR;0.00987382124094438;TEMPO;32;REPETICAO;25
REAL2;MAIOR;3.849436325253919E-10;MENOR;0.005053428791029546;TEMPO;47;REPETICAO;25
REAL2;MAIOR;8.783433713688282E-8;MENOR;0.004473287349469501;TEMPO;47;REPETICAO;26
REAL1;MAIOR;3.1887083196124877E-6;MENOR;0.17280732170911506;TEMPO;31;REPETICAO;26
REAL2;MAIOR;1.0744861356215551E-7;MENOR;0.03363124938459805;TEMPO;47;REPETICAO;27
REAL1;MAIOR;1.7900981674756622E-7;MENOR;0.004113780190664329;TEMPO;15;REPETICAO;27
REAL1;MAIOR;7.028461368463468E-9;MENOR;0.007694181417036816;TEMPO;16;REPETICAO;28
REAL2;MAIOR;1.2199302545923274E-7;MENOR;0.018846843023425208;TEMPO;47;REPETICAO;28
REAL2;MAIOR;1.1113706932519563E-7;MENOR;0.046690693769050995;TEMPO;47;REPETICAO;29
REAL1;MAIOR;3.84586655854946E-8;MENOR;0.009646719434158513;TEMPO;15;REPETICAO;29
REAL2;MAIOR;1.0432313501951285E-7;MENOR;0.03721909084606523;TEMPO;47;REPETICAO;30
REAL1;MAIOR;6.032223609508947E-8;MENOR;0.008962694833144269;TEMPO;16;REPETICAO;30
